,Gender,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,VSA,Alcohol_bin,Amphet_bin,Amyl_bin,Benzos_bin,Caff_bin,Cannabis_bin,Choc_bin,Coke_bin,Crack_bin,Ecstasy_bin,Heroin_bin,Ketamine_bin,Legalh_bin,LSD_bin,Meth_bin,Shrooms_bin,Nicotine_bin,VSA_bin,age_25-34,age_35-44,age_45-54,age_55-64,age_65+,educ_at_17,educ_at_18,educ_before_16,educ_diploma,educ_doctorate_degree,educ_masters_degree,educ_some_college,educ_university_degree,country_canada,country_new_zealand,country_other,country_republic_of_ireland,country_uk,country_usa,eth_black,eth_black-asian,eth_other,eth_white,eth_white-asian,eth_white-black
923,1,1.02119,-1.50796,0.29338,0.13136,-0.89891,0.52975,0.07987,3,3,0,3,6,6,5,3,2,2,3,3,5,3,6,0,6,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
924,1,-0.79151,1.2861,0.58331,1.11406,-0.65253,-0.21712,0.7654,5,2,0,0,5,6,4,0,0,3,0,0,3,4,0,5,5,2,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
925,1,0.22393,-1.23177,0.88309,-0.76096,-0.27607,-0.21712,0.7654,5,0,0,3,5,5,6,1,0,2,0,0,3,2,3,4,2,2,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
926,1,-0.58016,1.45421,1.65653,1.61108,0.58489,0.19268,1.2247,4,1,0,3,6,6,5,0,0,3,0,0,3,0,0,3,6,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
927,0,-0.24649,0.96248,0.7233,0.28783,-0.27607,0.52975,0.07987,4,5,4,3,6,6,5,4,0,4,0,3,0,0,0,0,6,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
928,1,-0.67825,-0.69509,-0.58331,0.13136,-0.65253,-1.37983,-0.84637,3,2,3,0,6,6,6,2,0,3,0,2,0,1,0,0,3,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
929,0,0.73545,-0.69509,1.24033,0.94156,0.41594,0.52975,0.7654,4,2,0,1,6,2,5,1,0,1,1,4,2,2,0,2,6,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
930,0,1.13281,-1.92173,-0.01928,1.11406,-0.78155,-0.21712,1.92173,3,2,0,6,6,3,6,2,2,2,4,0,6,2,6,2,6,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
931,0,-0.24649,0.00332,1.06238,0.59042,2.04506,-0.71126,-0.52593,5,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
932,0,-1.32828,1.11406,1.24033,0.28783,-0.78155,1.86203,1.92173,5,3,3,4,5,6,4,5,3,3,4,3,3,3,2,4,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
933,0,2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654,4,0,0,0,6,5,6,2,0,5,0,0,3,4,2,4,5,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
934,1,0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987,3,5,2,5,5,5,6,3,0,5,0,3,5,5,2,4,5,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
935,1,-0.05188,0.32197,0.58331,0.59042,-0.89891,0.88113,1.2247,6,0,0,0,5,6,4,4,0,4,0,3,3,3,0,3,6,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
936,0,0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,5,0,2,0,5,6,6,3,0,3,0,3,3,3,0,0,5,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
937,1,0.41667,-0.43999,1.06238,-1.47955,-0.14277,-0.21712,0.7654,6,0,0,0,3,4,4,0,0,0,0,0,4,4,0,3,3,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
938,0,0.91093,1.2861,1.06238,-0.76096,1.46191,0.19268,0.40148,5,3,4,0,5,5,5,2,0,2,0,0,3,4,2,3,6,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
939,1,-0.46725,2.32338,2.44904,1.2861,1.30612,-0.21712,0.40148,4,2,0,3,5,6,4,4,2,5,0,5,4,6,0,6,6,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
940,0,1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.7654,3,3,0,6,6,6,6,6,0,2,4,0,0,2,3,2,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
941,0,1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,3,2,0,6,6,3,6,2,2,3,3,0,0,2,3,2,6,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
942,0,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858,4,0,0,0,6,6,6,0,0,0,0,0,0,0,0,4,6,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
943,1,-0.67825,-0.30033,-1.11902,-0.76096,-1.5184,0.88113,-0.21575,4,6,0,3,6,6,4,3,0,6,0,0,3,4,3,4,5,2,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
944,1,2.127,-1.37639,0.14143,-0.30172,-1.64101,1.29221,-0.21575,6,2,3,6,6,3,5,0,0,2,0,3,3,2,5,2,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
945,0,0.41667,0.00332,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,2,2,0,5,6,2,5,0,0,0,0,0,0,0,6,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
946,1,1.60383,-1.7625,-0.01928,0.13136,-1.5184,0.88113,-0.52593,5,1,0,1,6,3,6,1,0,4,0,0,4,1,0,3,4,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
947,0,0.62967,0.00332,0.44585,-0.45321,-0.65253,-0.21712,0.40148,6,2,0,3,6,4,6,2,0,3,2,2,3,6,0,4,3,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
948,0,-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,3,3,0,0,4,6,5,3,0,3,0,0,3,3,0,3,3,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
949,1,0.41667,0.16767,0.29338,-0.30172,-0.27607,1.86203,0.7654,5,5,0,3,5,6,4,3,0,5,0,3,3,5,3,3,6,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
950,0,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,5,0,0,0,6,3,5,0,0,0,0,0,0,0,0,3,4,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
951,1,1.37297,-0.80615,-0.31776,-0.15487,-0.78155,-0.71126,-1.18084,0,0,0,0,5,3,4,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
952,1,1.8399,-0.57545,-0.01928,-1.47955,-2.90161,1.86203,1.2247,4,5,2,4,5,6,5,4,2,3,4,0,3,0,4,2,6,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
953,1,-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,5,6,1,2,6,3,0,1,1,0,1,0,5,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
954,1,-1.43907,-0.30033,0.14143,1.2861,1.30612,-0.71126,-1.18084,6,0,5,0,6,6,6,3,0,6,0,6,3,1,0,1,5,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
955,1,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,5,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
956,0,0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593,5,0,0,1,6,0,6,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
957,0,-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,5,6,0,1,6,5,4,1,1,2,1,0,0,1,2,3,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
958,1,0.31287,0.96248,1.06238,0.28783,-0.27607,1.86203,1.92173,5,3,5,0,5,4,6,3,0,5,0,4,3,3,0,0,5,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
959,1,-0.34799,0.32197,1.88511,0.76096,-1.13788,0.88113,0.40148,5,3,0,5,6,2,5,3,3,0,5,0,0,2,3,2,6,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
960,1,0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,5,3,2,5,6,6,5,3,5,4,6,0,0,2,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
961,1,-0.92104,1.2861,-0.45174,0.76096,0.25953,-0.21712,0.40148,5,3,0,0,6,6,6,0,0,4,0,0,3,5,0,4,3,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
962,0,-1.1943,0.00332,0.7233,0.43852,-0.27607,0.19268,0.40148,5,1,0,3,6,6,6,2,2,3,0,0,2,0,5,2,5,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
963,1,-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,5,2,3,4,6,6,4,4,0,5,0,3,3,2,0,2,6,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
964,0,-0.58016,0.32197,0.58331,1.11406,0.25953,-0.71126,-0.52593,4,3,1,0,6,4,5,0,0,0,0,0,3,0,1,3,4,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
965,0,-0.24649,0.16767,1.88511,1.45039,-0.40581,1.29221,1.2247,5,0,0,2,6,5,6,2,0,3,0,0,2,3,0,5,5,3,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
966,1,-1.55078,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,6,0,0,0,3,5,3,3,0,0,0,0,3,0,0,3,4,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
967,1,-1.86962,1.2861,0.58331,1.11406,0.7583,0.52975,0.07987,6,1,1,1,6,3,6,1,0,0,1,0,1,1,3,3,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
968,0,0.22393,0.00332,-0.17779,-0.60633,-0.52745,0.88113,0.7654,5,1,0,0,4,6,5,4,0,4,0,3,5,5,0,4,5,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
969,1,0.41667,-1.6334,0.58331,-1.07533,0.93949,-0.21712,0.40148,6,4,0,0,6,6,4,3,0,4,0,3,4,4,0,4,6,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
970,1,1.49158,-1.23177,-1.11902,0.13136,-0.52745,-0.71126,0.40148,6,0,0,2,6,4,4,4,0,4,0,3,0,3,3,3,6,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
971,1,-1.86962,2.127,1.24033,1.45039,0.58489,-0.71126,1.92173,6,2,0,0,6,6,5,0,0,3,0,0,3,3,0,3,6,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
972,1,1.23461,0.00332,1.06238,-1.21213,-0.78155,0.52975,1.92173,5,0,0,0,2,6,4,0,0,3,0,0,2,3,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
973,1,-2.21844,0.00332,0.58331,0.76096,0.7583,0.52975,-0.52593,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
974,1,-0.58016,1.11406,0.7233,0.59042,-0.00665,-0.21712,-0.52593,0,2,0,3,6,6,6,0,0,3,0,0,6,0,4,5,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
975,0,-0.58016,1.45421,-1.27553,1.61108,-0.40581,1.29221,1.2247,5,4,2,2,6,3,6,5,0,5,0,0,2,3,0,3,6,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
976,0,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,6,1,1,4,6,6,6,3,2,0,0,0,0,1,0,1,6,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
977,0,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.84637,4,1,2,2,5,6,6,2,1,3,0,1,2,1,1,2,3,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
978,1,0.41667,-0.15487,0.14143,-0.76096,0.41594,-0.21712,0.07987,4,0,0,4,4,6,5,5,3,3,0,0,0,3,5,3,6,3,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
979,1,1.02119,1.11406,-1.11902,-0.91699,-1.0145,0.88113,1.2247,6,6,3,4,6,5,6,6,0,4,0,0,6,0,6,0,6,2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
980,0,0.62967,-0.15487,1.88511,-1.772,1.13407,0.52975,1.2247,5,1,0,6,6,5,6,3,3,0,3,1,0,1,6,1,6,4,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
981,1,-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,6,3,0,3,6,6,5,2,0,3,0,0,2,4,5,3,6,2,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
982,1,-0.14882,0.32197,1.24033,-0.45321,-0.89891,0.52975,1.2247,5,3,3,0,6,6,4,3,0,4,0,0,2,0,0,4,6,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
983,1,0.73545,-0.80615,-0.71727,-0.45321,0.25953,0.88113,0.07987,5,6,0,6,6,6,3,3,0,3,6,0,2,4,6,3,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
984,1,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,4,0,0,4,6,6,4,2,2,3,0,0,3,2,4,3,5,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
985,1,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,4,3,0,6,5,6,6,5,0,6,0,0,3,0,4,0,6,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
986,1,-0.79151,0.00332,0.14143,-1.07533,-0.27607,1.29221,1.2247,5,6,0,4,6,4,4,3,5,3,2,1,3,1,5,1,6,2,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
987,1,1.72012,-0.57545,1.65653,0.13136,-0.40581,0.88113,1.2247,6,4,2,6,6,6,5,4,3,2,6,0,3,0,4,2,6,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
988,1,0.31287,1.74091,0.29338,-0.76096,-1.78169,1.86203,1.92173,5,4,5,3,6,6,6,3,0,4,0,0,5,0,4,5,6,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
989,1,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,3,1,0,2,6,4,5,3,0,1,1,0,0,1,0,1,6,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
990,1,-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,5,2,2,2,6,5,5,3,0,3,0,2,3,3,0,3,4,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
991,1,0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,5,5,0,3,6,6,6,3,2,2,2,0,4,2,2,3,6,3,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
992,1,-0.79151,-0.30033,-0.31776,-0.91699,-0.14277,0.52975,0.7654,5,0,0,4,4,6,5,0,0,4,0,4,4,3,0,3,6,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
993,1,-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,5,2,2,4,5,4,4,4,0,3,0,3,3,2,0,2,5,5,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
994,1,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,6,0,2,5,6,2,6,2,0,2,0,0,3,0,0,0,3,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
995,0,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,3,6,0,0,6,6,6,0,0,3,0,0,2,2,0,2,4,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
996,1,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,4,3,3,2,5,3,3,3,0,3,4,3,3,3,2,3,6,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
997,1,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,5,0,3,0,6,4,5,0,0,0,0,0,3,4,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
998,1,-0.05188,0.96248,-1.27553,-2.35413,-0.89891,1.29221,1.92173,5,6,1,5,5,6,4,3,0,3,4,0,6,2,0,2,6,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
999,0,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,4,1,0,1,6,6,6,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1000,1,2.127,-1.7625,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,3,0,0,0,6,4,5,0,0,0,0,0,0,5,0,3,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1001,1,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,5,0,0,3,6,6,2,0,0,0,0,4,3,0,3,0,5,3,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1002,1,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,5,3,0,6,6,5,4,0,3,0,0,0,6,0,4,0,6,4,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1003,0,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,3,0,0,0,4,0,6,0,0,0,0,0,6,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1004,1,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,4,0,0,0,4,4,5,0,0,0,0,0,3,0,3,3,3,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
